submission_date,product_id,product_name,product_brand,site_category_lv1,site_category_lv2,review_title,overall_rating,review_text,reviewer_birth_year,reviewer_gender,reviewer_state
2018-01-01 03:59:57,24717741,Tênis Casual Conforto Beira Rio,,Moda,Feminino,satisfeito,5,['produto acordo esperar  somente prazo entrega ficar pouco desejar  pouco longo'],1961.0,M,SP
2018-01-01 04:03:27,16804573,Mochila Sport Escolar Camping Trilha Viagem Passeio,,Malas e Acessórios,Mochilas,o zipe,2,['mochila nao fechar direito nao recomer filho nao ter deixar sujo ir devolver'],1976.0,M,RJ
2018-01-01 04:09:40,11491071,Toldo Versátil Artplas 120x60cm Branco E Cristal,,Móveis,Puff e Tamborete,Condizente com o anúncio,4,['produto condizente anuncio  material bom qualidade  facil instalacao  montagem preco acordo necessidade cada '],1973.0,M,SP
2018-01-01 04:11:35,132381802,"Smart TV LED 65"" Samsung 65MU6100 UHD 4K HDR Premium com Conversor Digital 3 HDMI 2 USB 120Hz",,TV e Home Theater,TV,muito bom,4,['nao ter nada reclamar  bom atendimento entregar dentro de o combinado '],1950.0,M,SP
2018-01-01 04:12:32,16161591,"Barra De Cereal Nestlé Banana, Aveia E Mel 60g 3 Unidades",,Alimentos e Bebidas,Barra de Cereais,muito bom,4,['agora produto compr entregar certo  obrigado continuar assim '],1980.0,M,SP
2018-01-01 04:24:12,26936514,Capa Protetora Toyota Corola Com Cadeado,,Automotivo,Capas para Carro,Vou usa-la,3,['capa decepcionar enquanto  bolsa guarda transporte extremamente fragil  em o abertura conferencia rasgar todo volta junto a o fecho  pessima impressao  ter guardala noutra embalagem  pena     '],1953.0,M,RS
2018-01-01 04:27:44,125768030,"Smartphone LG K10 Dual Chip Android 6.0 Marshmallow Tela 5.3"" 16GB 4G Câmera 13MP TV Digital - Dourado",lg,Celulares e Smartphones,Smartphone,Gostei do produto,3,['produto oferece prometer em o anuncio  entregar rapir bem antes de o prazo'],1986.0,M,PE
2018-01-01 04:42:04,132739181,"Smart TV Android LED 49"" TCL C2 49C2US Ultra HD 4K com Conversor Digital Soundbar Integrado 3 HDMI e 2 USB 120Hz - Preta",,TV e Home Theater,TV,TV Espetacular,5,['pontos positivos painel bits  fazer todo diferenca de o  bilhao cor  bluetooth wifi ac usb  input lag baixo painel va  proporcionar alto contraste  android tv  som de o tv realmente excepcional   saida de o auto falante voltar frente  vem  controle remoto   tv realmente formidavel  valer pena ter comprar tcl '],1993.0,M,MG
2018-01-01 04:44:27,113048617,Cafeteira Elétrica Cadence Single CAF111 com 2 Xícaras - Vermelho,cadence,Eletroportáteis,Cafeteira,Perfeito,5,['bom de o imaginar  superou expectativa '],1985.0,F,RJ
2018-01-01 04:46:19,132631701,Mop Giratório Fit + Refil Extra - At Home,,Utilidades Domésticas,Material de Limpeza,Perfeito,5,['super levar  pratico  facil manuseio  perfeito p '],1985.0,F,RJ
2018-01-01 04:57:35,19865866,Câmera Estilo Go-Pro Sports Hd 1080p Esportes Radicais,,Câmeras e Filmadoras,Câmera Digital,Muito bom estão de parabéns,5,['ter agradecer parabens'],1975.0,M,PR
2018-01-01 04:59:09,125061667,"Chaleira Elétrica Cadence CEL800 1,7 Litros Inox Prime",cadence,Eletroportáteis,Chaleira Elétrica,Eu não recebi o produto????!!!!!!!,1,['recebir produto americanas saber de isso pois relatar reclamacao diversos vez    ir devolver dinheiro em o procon     '],1971.0,F,SP
2018-01-01 05:00:10,126030651,Camiseta Speedo Basic Blend UV 50+,speedo,Vestuário Esportivo,Masculino,Ótimo produto,4,['otimo produto  compr pessoa albino  adorar super levar tecido '],1973.0,F,RS
2018-01-01 05:09:43,22562178,Copo Acrílico Com Canudo 500ml Rocie,,Utilidades Domésticas,"Copos, Taças e Canecas",O melhor,5,['pra gostar qualidade preco acessivel todo  eis bom opcao '],1993.0,M,ES
2018-01-01 05:12:05,23167779,Penteadeira Jb 7200 Com Banqueta Amarelo - Jb Bechara,,Móveis,Penteadeira,"O produto foi devolvido,  devido estar avariado.",2,['gostaria cancelar compra  pecar gentileza informar dever proceder '],1980.0,M,ES
2018-01-01 05:12:13,125397208,"Smartphone Samsung Galaxy A5 2016 Dual Chip Android 5.1 Tela 5.2"" 16GB 4G Câmera 13MP - Dourado",samsung,Celulares e Smartphones,Smartphone,Mediano com recursos de um top,4,['tela impecavel  prioridade telo camerar  cara  ponto fraco ficar conta de o armazenamento  apenas  gb  por o camera frontal  apenas mpixels flash  em o entanto  camera principal mpixels perfeito '],1990.0,M,PI
2018-01-01 05:17:39,132581775,"Smartphone Asus Zenfone 4 Selfie Dual Chip Android 7 Tela 5.5"" Snapdragon 64GB 4G Câmera Traseira 16MP Dual Frontal 20MP + 8MP - Preto",,Celulares e Smartphones,Smartphone,Produto ótimo e entrega rápida,5,['aparelho condizr descricao  super top  ter zen fone  comprar esposo  amar  super recomer '],1989.0,M,SP
2018-01-01 05:20:38,13076327,Refil Esfregão Mop Limpeza Prática,,Utilidades Domésticas,Material de Limpeza,Não  recebi ainda foi devolvido!,1,['recebir segundo correio endereco   errado  porem outro pedido recebi '],1984.0,F,BA
2018-01-01 05:25:09,30092551,Kit Câmera instantânea Fujifilm Instax Mini 9 c/ Bolsa e Filme 10 poses - Azul Aqua,,Câmeras e Filmadoras,Câmera Instantânea,Gostei muito.,4,['bonito pratica  chegar antes de o prazo  americanas parabens '],1973.0,F,BA
2018-01-01 05:30:00,132569282,"Smartphone Motorola Moto X4 Dual Cam Android 7.0 Tela 5.2"" Octa-Core 32GB Wi-Fi 4G Câmera 12MP - Azul Topázio",,Celulares e Smartphones,Smartphone,Produto muito bom,5,['top linha  valer pena comprar  gostar arreper ter comprar'],1977.0,M,PI
2018-01-01 05:33:50,117744100,Repetidor de Sinal 300Mbps 2.4Ghz TL-WA850RE - TP-Link,tp-link,Informática e Acessórios,Equipamento de Rede / Wireless,Produto Legal,5,['excelente produto  gostar  excelente produto  gostar '],1975.0,M,SE
2018-01-01 05:35:28,132399201,Game Pro Evolution Soccer 2018 - Xbox360,,Games,Xbox 360,Gostei do msmo...,4,['excelente produto  gostar  excelente produto  gostar '],1975.0,M,SE
2018-01-01 05:37:22,130945441,"Smartphone Samsung Galaxy S7 Edge Android 6.0 Tela 5.5"" 128GB 4G Câmera 12MP - Black Piano",samsung,Celulares e Smartphones,Smartphone,Excelente,5,['bom custo beneficio  exatamente   anunciar  recomendo '],1980.0,M,SP
2018-01-01 05:47:53,132127601,"Smart TV LED Philips 43"" 43pfg5102/78 com Conversor Digital Wi-Fi integrado 2 USB 3 HDMI",philips,TV e Home Theater,TV,Gostei muito do produto!,4,['sim bom produto poder comprar poblema gostei de o produto '],1960.0,M,SP
2018-01-01 05:48:03,26673481,Smartphone Motorola Moto C Xt1750 Dual Sim Tela 5.0 8gb 5mp/2mp - Preto,,Celulares e Smartphones,Celular Básico,Bom produto,3,['gostaria saber celular ter camera frontal'],1988.0,F,MG
2018-01-01 05:52:43,18813436,Câmera Ip Jl Protec Pantilt 1.0mp Ir-Cut Onvif - Hd - Wifi Com Áudio,,Casa e Construção,Segurança,Dentro da expectativa.,4,['excecao vir marca verde a o inves jl   protect    funcionar super bem    coisa chines bem parecir '],1975.0,M,SP
2018-01-01 05:53:54,132222369,"Smartphone Motorola Moto G5 Plus Dual Chip Android Nougat 7.0 Tela 5,2"" Octa-Core 2GHz 2GB 4G Câmera 12MP - Azul Safira",motorola,Celulares e Smartphones,Smartphone,Maravilha,4,['achar lir  too linha   design lir  camerar  resposta bom  rapido  preco prazo  tudo certinhoadorei celularparabens americanasnota dez    '],1959.0,M,SP
2018-01-01 05:56:40,9768970,"Piscina Retangular Mor Premium 5.000 Litros, Lona De Pvc",,Esporte e Lazer,Praia e Piscina,Gostei muito do produto e da rapidez com que foi entregue.,4,['fiquei satisfeito seguranca garantia todo transacao  entretanto fiz outro compra em o dia  hoje entregar  diferenciar compra de o outro relacao entrega '],1940.0,M,RJ
2018-01-01 06:01:22,128906477,Conjunto  Potes de Vidro Multiuso 3 Peças Vermelho - Euro Home,euro home,Utilidades Domésticas,Utensílios e Acessórios Domésticos,Excelente,5,['adorei produto  bonito pratico  recomendo  entrega fazer antes de o prazo '],1982.0,F,MG
2018-01-01 06:04:46,118212404,Livro - Primeiro Amor,,Livros,Literatura Estrangeira,Nao chegou,2,['nao vir produto nao chegar entao ter avaliar'],1992.0,F,SP
2018-01-01 06:05:50,11466760,Grandiôse Lancôme - Máscara Para Os Cílios 01,,Beleza e Perfumaria,Maquiagem,incrível!,5,['mascara cilio incrivel  ter pouquissimo cilio dar super efeito  amei '],1989.0,F,RJ
2018-01-01 06:06:44,132444050,"Smartphone Motorola Moto G 5S Dual Chip Android 7.1.1 Nougat Tela 5.2"" Snapdragon 430 32GB 4G Câmera 16MP - Dourado",,Celulares e Smartphones,Smartphone,Excelente produto,5,['aparelho otimo qualidade defeito  entregar pontualidade qualidade '],1998.0,F,SP
2018-01-01 06:07:02,124499501,Livro - Física Conceitual,,Livros,Ciências Exatas,o produto foi entregue dentro do prazo,5,['produto chegar em o prazo bom estado  ter bem atendido solicitar algo em o site '],1957.0,F,MG
2018-01-01 06:07:25,26941862,Lona Azul Polietileno 100mc 4x4,,Esporte e Lazer,Camping,Muito boa o produto,3,['ter bom acabamento pratico  serviu precisar '],1978.0,F,RS
2018-01-01 06:08:02,23118870,Caixa De Som Sem Fio Home Theater 4x1 Fm P2 Bluetooth Usb Wm 1300 Celular Computador,,Áudio,Micro System,Muito útil,4,['otimo equipamento  som forte  portatil  pratico  uso '],1945.0,M,RJ
2018-01-01 06:08:46,25668212,Oculos Lupa Cabeça 8 Lentes 2 Leds Alto Brilho para Ourives,,Papelaria,Luminárias e Acessórios para Leitura,Top,5,['perfeito  funcionar bem  otimo acabamento  recomendo'],1983.0,M,PR
2018-01-01 06:09:10,25651210,Varal Recolhível Retrátil De Parede 30 Metros Branco Seca Fácil,,Utilidades Domésticas,"Cabide, Cestos e Varal de Roupas",Nota dez,5,['produto   excelencia domestico querer usar montar usar desmontar'],1975.0,M,SP
2018-01-01 06:09:58,130788449,Escova Soft Brush 1000W - Philco,philco,Beleza e Perfumaria,Aparelhos elétricos para cabelo,Eficiente,4,['cabelos alinhar  frizz rapido de o escova convencional  aprovadissimo '],1976.0,F,SP
2018-01-01 06:10:20,132444771,"Smartphone Motorola Moto G 5s Plus Dual Chip Android 7.1.1 Nougat Tela 5.5"" Snapdragon 625 32GB 4G 13MP Câmera Dual Cam - Ouro rosa",,Celulares e Smartphones,Smartphone,Não gostei do produto!,1,['camera frontal de o terrivel  tanto fazer ta claro escuro  foto ficar ruim qualquer jeito  arrependido '],1992.0,F,RN
2018-01-01 06:10:44,124488474,HD Externo Portátil Seagate Expansion 1TB USB 3.0,seagate,Informática e Acessórios,HD Externo,Hd muito bom,5,['gostei de o produto  valer pena compra  atendeu a o objetivo adquirir '],1969.0,F,ES
2018-01-01 06:11:35,122772412,"Tablet Samsung Galaxy Tab A com S Pen P355M 16GB Wi-Fi 4G Tela 8"" Android 5.0 Quad-Core - Branco",samsung,Informática,Tablet e iPad,Valeu cada centavo!,5,['util  pesquisa baixar publicacao video  usar app jw library    parabens '],1979.0,M,SP
2018-01-01 06:12:48,19563959,Extensor 10cm De Grade Porta Do Portão Utilar,,Casa e Construção,"Portas, Janelas e Portões",Não recebi o produto,1,['recebir produto transportadora colocar recebir  preciso receber produto '],1978.0,F,RJ
2018-01-01 06:13:09,11023019,Secador Taiff Fox Ion 2000w - Preto -127v,,Relógios,Relógios,"Bom, mas nada especial.",3,['secador bom  cumprir papel secador mediano  ter nada especial  achar valer custar  soubesse ter investir outro bom menos outro provavelmente fazer coisa '],1982.0,F,RJ
2018-01-01 06:15:02,19371961,Capa Protetora Chevrolet  S10 Forro Parcial,,Automotivo,Capas para Carro,otimo,5,['recomendar produto bom material bom qualidade '],1969.0,M,MT
2018-01-01 06:15:10,5446783,Tequila Mexicana Especial 750ml - Jose Cuervo,jose cuervo,Alimentos e Bebidas,Bebidas Alcoólicas,Parece original,4,['parecer original vir lacr tudo certoentregar rapido final ano '],1985.0,M,GO
2018-01-01 06:16:11,17922016,Bateria Notebook - Samsung Rv410 - Preta,,Informática e Acessórios,Acessórios para Notebook,Ok,4,['produto funcionar corretamente bom  importante sempre destacar em o anuncio bateria bom marca  diferente de o marca samsung '],1984.0,M,SP
2018-01-01 06:16:16,117744100,Repetidor de Sinal 300Mbps 2.4Ghz TL-WA850RE - TP-Link,tp-link,Informática e Acessórios,Equipamento de Rede / Wireless,Bom,3,['produto cumprir falar  unico porem internet cair pouco velocidade'],1962.0,F,SP
2018-01-01 06:17:28,21007060,Boneca Brinquedo Para Maquiar Magic Top Model,,Brinquedos,Bonecas,Bom!,5,['neta encantado boneca  entrega bom ainda antes de o prazo entrega  parabens '],1964.0,F,RJ
2018-01-01 06:19:39,20860469,Fone De Ouvido Confort Com Microfone Para Chamadas Preto,,Áudio,Fones de Ouvido,Som horrível,1,['claro q esperar fone maravilhoso  som q vir de esse fone horrivel  equiparar a o comprado emcamelos'],1972.0,F,SP
2018-01-01 06:20:52,22747780,Controle Com Fio Para Xbox 360 Slim / Fat E Pc Joystick - Feir,,Games,Xbox 360,Gostei muito do produto!!,4,['produto atender necessidade entrega excelente '],1986.0,F,MG
2018-01-01 06:21:08,132444050,"Smartphone Motorola Moto G 5S Dual Chip Android 7.1.1 Nougat Tela 5.2"" Snapdragon 430 32GB 4G Câmera 16MP - Dourado",,Celulares e Smartphones,Smartphone,Gostei bastante,4,['bom  bastante memoria  camerar excelente   outro recomendo '],1990.0,F,MG
2018-01-01 06:21:39,26023708,Teclado Musical 61 Teclas Estudante Bivolt Stk-61 Waldman,,Instrumentos Musicais,"Piano, Órgão e Teclado",Gostei,3,['bom pra crianca  pois ter tecla pequeno '],1995.0,F,SC
2018-01-01 06:22:04,22566757,Patinete Sâmia De Alumínio Ajustável Kyn Infantil,,Brinquedos,Patinete Infantil,Ainda não recebi,1,['comprei produto dia  hoje dia  chegar   vergonha  dar prazo cumprir adiantar falar devido a o movimento final ano    pois pedir outro produto outro site  dia em o casa  compro'],1992.0,F,SC
2018-01-01 06:22:16,25543911,Purificador de Água Consul Eletrônico CPB34AS Refrigerado Bivolt – Classe A e Tripla Filtragem,,Eletroportáteis,Bebedouro e Purificador de Água,Melhor que o esperado,5,['agua gelar a o disposicao  turma beber agua bom  aparelho silencioso bonito  espaco acomodar jarra  poder parecer pouco diferenca pegar agua de o geladeira de o filtro   considerar em o geladeira outro opcao bom beber agua  pratica mostrar valer pena facilidade  saude agradecer '],1965.0,M,SP
2018-01-01 06:24:15,28468836,Cantoneira Mão Francesa Nº05 Ferro Fundido - Tamanho 22x30cm,,Casa e Construção,Ferragem,Indicaria pelo preço,2,['produto ter acabamento regular  parte final peca vier corte torto  vale por o preco acessivel comparar outro loja '],1984.0,F,SP
2018-01-01 06:24:15,27987829,Acessórios para Boneca - Baby Alive - Refil Comidinha de Massinha - Hasbro,,Brinquedos,Bonecas,Achei que era melhor,2,['achar produto inferior   pois boneca ter qualidade bem bom porem kit deixar desejar massinha tao pequeno ter quase comprar  cada pra fazer algum coisa   masssss ok'],1971.0,F,MG
2018-01-01 06:25:57,21768017,Cafeteira Italiana De Alumínio Preta 9 Xicaras Cafés,,Utilidades Domésticas,Utensílios e Acessórios Domésticos,Ótimo produto,5,['adorei cafeteira    encaixe perfeito passar po cafe   prontominha antigo passar '],1981.0,F,MG
2018-01-01 06:26:56,313975,Panificadora Multi Pane - Britânia,britania,Eletroportáteis,Cozinha Criativa,Ótimo produto,5,['adorei agora fazer pao casa qualidade saudavel'],1981.0,F,SP
2018-01-01 06:27:57,129542661,"Smartphone Samsung Galaxy On 7 Dual Chip Android 5.1 Tela 5.5"" 16GB 4G Câmera 13MP - Dourado",samsung,Celulares e Smartphones,Smartphone,Galaxy on7,4,['entrega sempre em o prazo muitas vez antes  produto custo beneficio bom  recomendo tanto site quanto produto '],1966.0,M,RJ
2018-01-01 06:28:34,121308950,Mesa para Escritório ME4109 Amêndoa - Tecno Mobili,tecno mobili,Móveis,Mesa,Ótima mesa,5,['resistente  bonito super espacoso  serviu bem comprar   '],1991.0,F,RJ
2018-01-01 06:29:03,27818579,"Cortina Blackout E Voil Pratika Slim 2,60x2,30m Bella Janela",,"Cama, Mesa e Banho",Cortina,Descrição errada,1,['produto completamente diferente de o descricao de o foto  recomendar '],1986.0,F,SP
2018-01-01 06:30:08,28513089,Almofada Bola Pelúcia - Palmeiras,,Decoração,Almofadas e Capas,Produto top!,5,['linda bola pelucia  acabamento impecavel  poderiam fazer tamanho pequeno  bebes  produto bom '],1989.0,,SP
2018-01-01 06:31:14,129883748,Ventilador de Chão Britânia C50 Turbo Oscillation 3 Velocidades Cromado,britania,Casa e Construção,Climatização,Comprei conta data de entrega dia 18:12:2017 e ate 01:01:2018 não chegou.,1,['absurdo ate agora entregar  compr pra entregar ate  ate hoje entregar  hoje dia '],1990.0,M,RJ
2018-01-01 06:31:31,121301977,Forno Elétrico Oster 25L Prata,oster,Eletroportáteis,Forno Elétrico,Forno elétrico 25 l oster,5,['produto primeira tamanho adequado   pessoa'],1957.0,M,MG
2018-01-01 06:31:40,9781507,Acqua Posto - Nig Brinquedos,,Brinquedos,Veículos de Brinquedo,Propaganda Enganosa,1,['produto pessimo qualidade quase tudo papelao acompanhar carrinho produto qualidade inferior  compr iludar filho  produto lixo'],1974.0,M,GO
2018-01-01 06:32:55,23919429,Película de vidro 3D Premium com bordas fibra de carbono para Apple iPhone 6 Plus (5.5) - Bordas Pre,,Celulares e Smartphones,Acessórios para Celular,Excelente produto,5,['bom produto excelente  entregar rapido recomendadissimo'],1991.0,M,MT
2018-01-01 06:35:10,14070781,Gerador De Energia À Gasolina 6000w 13hp Mg-6000cl Motomil,,Ferramentas e Jardim,Ferramentas Elétricas,??????????????????????,3,['nunca tao esperancoso receber produto  porem ainda encontrar mao  portanto prefiro avaliar ele apos chegada    att     amador'],1955.0,M,BA
2018-01-01 06:38:37,24334737,"Compressor De Ar 2,0hp 24 Litros Tekna 127V",,Ferramentas e Jardim,Compressores e Pistolas de Ar,a loja cancelou a compra,1,['loja ruim cancelar compra solicitacao cancelamento comunicar cliente'],1982.0,M,RO
2018-01-01 06:38:56,27525626,Mini Boneca Supresa - LOL - Lil Outrageous Littles - Série 2 - Candide,,Brinquedos,Bonecas,Ótimo!!,5,['recomendo   produto original tudo ok  entregue dentro de o prazo prometer '],1977.0,M,SP
2018-01-01 06:39:32,121639169,Skate Street Semiprofissional Shaun White - Estampado,shaun white,Esporte e Lazer,Skate,Qualidade e beleza,4,['produto bom shape  resistente bonito  truck qualidade macio '],1975.0,M,SP
2018-01-01 06:40:44,21825270,Tenda Gazebo 3x3 M - Azul - Bel Fix,,Móveis,,Não recebí o produto,1,['hoje recebi produto  recomendar loja pra ninguem  presente natal  pessimo atendimento nenhum esforco de o atendete melhorar entrega  to de esse loja '],1956.0,F,RJ
2018-01-01 06:41:33,18237960,Torneira Monocomando Baixa De Vidro Waterfall Cascata,,Casa e Construção,Ferragem,Torneira de vidro,4,['otimo produto facil instalacao bonito  moderna'],1974.0,M,SP
2018-01-01 06:42:09,110757661,Mixer Britânia Mixer e Triturador de Alimentos 2 Preto 200W 2 Velocidades 1 Batedor 1 Mixer com Recipiente e Copo,britania,Eletroportáteis,Mixer e Processador de Alimentos,Maravilhoso,5,['pequeno compacto muitoooooooo eficiente  ameiiiiiiii recomendo'],1976.0,F,SP
2018-01-01 06:43:01,132532885,Game Forza Motorsport 7 - Xbox One,,Games,Xbox One,Top!,4,['otimo produto  original  recomer todo    poder comprar  prazo entrega dentro de o esperado  preco atrativo  parabens americanas  farei compra futuro '],1984.0,M,MG
2018-01-01 06:43:55,132324701,Batedeira Planetaria Philco Php500 Turbo Pr - Preto,,Eletroportáteis,Batedeira e Acessórios,Otimo produto,5,['super bonito  potente    demorar chegar    preco otimo    recomer'],1993.0,M,RS
2018-01-01 06:44:31,5190659,Whisky Ballantine's Finest - 1L,ballantine´s,Alimentos e Bebidas,Bebidas Alcoólicas,Excelente produto,5,['bom  principalmente prazo entrega  qualidade em o envio de o produto'],1962.0,M,MG
2018-01-01 06:45:09,25360355,"Tapetes De Sala Peludos 2,00x2,40 Cinza Mesclado Luxo, Felpudo.",,"Cama, Mesa e Banho",Tapetes,Produto show!,4,['tapete suave a o toque  por o sedoso  cor mesclar dar ar maravilhoso a o ambiente '],1956.0,F,SP
2018-01-01 06:45:25,5700608,Carro Extreme c/ Rádio Controle 7 Funções 1:22 Azul - Candide,candide,Brinquedos,Brinquedos de Controle Remoto,Bateria dura 5 minutos,1,['procurei carrinho bateria ficar livre de o pilha  bateria demor carregar durar  minuto  presente natal frustacao    recomer brinquedo '],1974.0,F,SP
2018-01-01 06:46:15,16302400,Cafeteira Italiana Em Inox  9 Xícaras Kehome,,Eletroportáteis,Cafeteira,terrível,1,['alem vazar po em o cafe jarra escurecer  pessimo qualidade  tomar cafe po em o de o ne'],1961.0,M,SP
2018-01-01 06:46:52,25196807,Boneco Falcon Turbocóptero - Estrela,,Brinquedos,Bonecos,Recomendo,5,['produto bom  atende a o propor  xxxxxxxxxx xxxxccccxxxxx ososoosososososiisisizizizi ososoosososiz'],1976.0,M,RJ
2018-01-01 06:47:42,14284347,Fone Ouvido Sem Fio Favix B01 Bluetooth Fm Sd Card Fx-b01 Hi-Wi Mega Bass,,Áudio,Fones de Ouvido,Péssima qualidade,1,['primeiro vez uso guardar fone em o caixa espuminha sair de o fone pra colocar em o lugar levar tempo'],1961.0,M,SP
2018-01-01 06:48:31,131657539,"Smartphone Samsung Galaxy J2 Prime TV Dual Chip Android 6.0 Tela 5"" Quad-Core 1.4 GHz 16GB 4G Câmera 8MP - Preto",samsung,Celulares e Smartphones,Smartphone,Muito satisfeito,4,['recomendo tanto produto quanto loja  produto conforme anunciar entregar antes de o prazo prever  bom  '],1977.0,M,RS
2018-01-01 06:49:07,7022551,Cafeteira Expresso Mondial Espresso Coffee Cream C-08 Preta 15 Bar,mondial,Eletroportáteis,Cafeteira,Não pude testar ainda.,3,['recebir produto ainda  devido a o feriado de o passagem ano  produto chegar ainda mao '],1966.0,M,SC
2018-01-01 06:49:25,123298556,Pen Drive 32GB Sandisk Ultra Dual Drive USB 3.0 - Preto,sandisk,Informática e Acessórios,Pen Drive,A imagem não condiz com o produto,3,['comprei pen drive imagem condizr produto  veio outro modelo '],1978.0,F,BA
2018-01-01 06:49:28,125768072,"Smartphone Samsung Galaxy J1 Mini Dual Chip Android 5.1 Tela 4"" 8GB 3G Wi-Fi Câmera 5MP - Preto",samsung,Celulares e Smartphones,Smartphone,nao posso avaliar o que nao recebi,1,['ainda recebir pedido irresponsabilidade de o loja colocar entregar ainda nao recebir nada '],1984.0,M,PE
2018-01-01 06:50:51,121714561,Robô Aspirador de Pó Ropo Glass Limpeza Programável com Controle Remoto Preto,ropo,Eletroportáteis,Aspirador e Vassoura Elétrica,Cumpre o prometido,5,['ropo cumprir prometer  dever dar atencao a o uso de o bateria prolongar vida util de o '],1987.0,M,MS
2018-01-01 06:51:09,18442566,Modelador de Cachos - Preto,,Beleza e Perfumaria,Cabelo,excelente,5,['excelente produto  esquentar  dar formato desejar  adorar recomer'],1958.0,F,RJ
2018-01-01 06:52:44,16087042,Protetor De Sofá Manu Para 2 E 3 Lugares Dupla Face Tecido Microfibra - Caqui/Marrom,,"Cama, Mesa e Banho",Mantas e Capas pra Sofá,O que achei,3,['basico  gostar menos     aparencia de o propaganda retratar produto '],1957.0,M,SP
